day,open,high,low,close,volume,amount
2026-06-08 14:50:00,8085.253,8098.083,8066.990,8071.359,506173500,10024255488.0000
2026-06-08 14:55:00,8070.816,8074.520,8063.225,8071.444,646987200,12871598080.0000
2026-06-08 15:00:00,8071.190,8081.261,8070.450,8081.261,631645800,12131434496.0000
2026-06-09 09:35:00,8178.823,8181.349,8119.712,8120.837,3466059000,66692657152.0000
2026-06-09 09:40:00,8121.195,8142.473,8117.836,8121.450,1813275700,35946762240.0000
2026-06-09 09:45:00,8120.604,8144.625,8117.184,8136.960,1384892400,27993235456.0000
2026-06-09 09:50:00,8136.800,8149.121,8130.904,8145.838,1097002200,23731085312.0000
2026-06-09 09:55:00,8146.517,8150.516,8096.577,8098.468,1074637700,21734490112.0000
2026-06-09 10:00:00,8098.268,8149.460,8097.372,8148.558,1059280500,20623523840.0000
2026-06-09 10:05:00,8151.739,8171.078,8145.239,8151.743,798168800,16144482304.0000
2026-06-09 10:10:00,8150.099,8170.725,8140.649,8166.150,760059800,15028535296.0000
2026-06-09 10:15:00,8165.781,8170.770,8156.819,8159.908,585806800,12124487680.0000
2026-06-09 10:20:00,8161.087,8161.087,8142.989,8144.726,549121900,11567677440.0000
2026-06-09 10:25:00,8145.352,8152.219,8119.833,8135.759,612300900,12675563520.0000
2026-06-09 10:30:00,8133.172,8160.330,8130.690,8157.845,552956400,10677207040.0000
2026-06-09 10:35:00,8157.012,8164.969,8143.433,8155.610,490396700,9569239040.0000
2026-06-09 10:40:00,8155.743,8155.743,8137.877,8146.927,434890200,8503066624.0000
2026-06-09 10:45:00,8148.434,8164.128,8144.683,8160.723,408345800,9415655424.0000
2026-06-09 10:50:00,8160.999,8167.694,8153.064,8159.527,419657600,9686024192.0000
2026-06-09 10:55:00,8160.631,8164.579,8145.790,8157.385,383707300,8333393920.0000
2026-06-09 11:00:00,8156.781,8170.769,8152.475,8160.538,363034900,8760000512.0000
2026-06-09 11:05:00,8161.216,8179.257,8157.084,8167.241,359232600,8058404864.0000
2026-06-09 11:10:00,8165.405,8196.308,8161.524,8196.308,388425100,7971799040.0000
2026-06-09 11:15:00,8196.720,8200.715,8188.997,8191.420,363244300,8290631680.0000
2026-06-09 11:20:00,8191.265,8193.357,8177.715,8177.715,350103300,7954333696.0000
2026-06-09 11:25:00,8177.498,8180.068,8160.078,8170.218,364412100,7449935872.0000
2026-06-09 11:30:00,8172.330,8196.620,8172.330,8193.066,291653900,6209241088.0000
2026-06-09 13:05:00,8197.404,8253.709,8197.404,8235.989,825271500,19404914688.0000
2026-06-09 13:10:00,8235.573,8235.811,8215.493,8217.373,530238600,11903926272.0000
2026-06-09 13:15:00,8217.725,8230.536,8213.592,8228.578,412783700,9839411200.0000
2026-06-09 13:20:00,8229.096,8237.250,8222.199,8231.922,433336500,9700311040.0000
2026-06-09 13:25:00,8228.676,8242.264,8227.810,8238.110,396137200,9691561984.0000
2026-06-09 13:30:00,8237.265,8241.112,8230.560,8240.654,388154100,8350892032.0000
2026-06-09 13:35:00,8240.563,8264.920,8240.109,8254.362,418178800,9277898752.0000
2026-06-09 13:40:00,8253.755,8261.929,8240.995,8252.935,374515500,8351907840.0000
2026-06-09 13:45:00,8253.937,8255.007,8242.406,8248.921,336130200,7398195200.0000
2026-06-09 13:50:00,8245.960,8265.566,8245.708,8263.725,358712500,7320109056.0000
2026-06-09 13:55:00,8264.054,8264.121,8255.994,8260.351,294188900,6731497472.0000
2026-06-09 14:00:00,8260.266,8262.237,8249.930,8250.276,307504000,7033126912.0000
2026-06-09 14:05:00,8250.121,8274.988,8250.121,8270.981,404631100,7962525696.0000
2026-06-09 14:10:00,8270.737,8283.871,8270.737,8280.628,378541700,7018708992.0000
2026-06-09 14:15:00,8280.242,8285.659,8274.225,8275.652,333072000,6913949696.0000
2026-06-09 14:20:00,8275.726,8287.333,8273.231,8284.332,326044600,6899040256.0000
2026-06-09 14:25:00,8284.657,8292.422,8278.220,8288.252,393113900,7265910784.0000
2026-06-09 14:30:00,8288.398,8306.514,8288.398,8304.036,454697100,8335949824.0000
2026-06-09 14:35:00,8304.367,8314.858,8304.367,8308.869,492574400,9607905280.0000
2026-06-09 14:40:00,8308.887,8309.421,8300.784,8307.692,491054400,9364865024.0000
2026-06-09 14:45:00,8307.865,8315.252,8307.429,8314.010,506683700,9773776896.0000
2026-06-09 14:50:00,8314.518,8322.109,8314.518,8316.670,589378900,11512774656.0000
2026-06-09 14:55:00,8315.925,8317.272,8312.022,8316.968,770669900,14736097280.0000
2026-06-09 15:00:00,8317.099,8318.698,8312.362,8318.698,723480600,13236436992.0000
2026-06-10 09:35:00,8232.023,8265.457,8231.283,8261.328,3319123700,71322435584.0000
2026-06-10 09:40:00,8262.233,8266.319,8244.350,8247.337,2089914000,41430343680.0000
2026-06-10 09:45:00,8245.130,8254.441,8235.656,8244.355,1557584600,30212874240.0000
2026-06-10 09:50:00,8244.580,8275.532,8244.580,8274.951,1168384900,24240603136.0000
2026-06-10 09:55:00,8272.911,8285.286,8260.244,8274.612,1006234000,21160099840.0000
2026-06-10 10:00:00,8274.055,8274.626,8237.530,8256.028,983715600,20505362432.0000
2026-06-10 10:05:00,8255.802,8256.459,8217.192,8217.192,852363200,17582997504.0000
2026-06-10 10:10:00,8217.347,8231.894,8204.969,8207.547,739329600,15806283776.0000
2026-06-10 10:15:00,8207.583,8216.033,8197.992,8201.064,632406600,13331218432.0000
2026-06-10 10:20:00,8200.833,8216.654,8186.102,8186.186,772401400,14493106176.0000
2026-06-10 10:25:00,8185.400,8196.664,8178.954,8179.448,621789900,12822249472.0000
2026-06-10 10:30:00,8179.360,8185.640,8163.557,8163.557,506482700,11284414464.0000
2026-06-10 10:35:00,8163.052,8172.270,8157.776,8162.215,552309500,10911940608.0000
2026-06-10 10:40:00,8164.537,8165.093,8139.899,8139.899,519668800,9561407488.0000
2026-06-10 10:45:00,8139.316,8173.706,8138.810,8166.566,446829800,8982560768.0000
2026-06-10 10:50:00,8166.604,8181.910,8158.959,8170.270,397922700,8380776448.0000
2026-06-10 10:55:00,8171.116,8187.172,8157.614,8157.614,369966000,7650836480.0000
2026-06-10 11:00:00,8156.639,8156.639,8140.828,8152.198,379014400,7386497024.0000
2026-06-10 11:05:00,8152.191,8174.905,8146.196,8151.387,419607600,7770439680.0000
2026-06-10 11:10:00,8154.935,8159.301,8146.494,8148.148,343939000,6626148352.0000
2026-06-10 11:15:00,8148.115,8163.418,8133.120,8163.418,428723400,8287354880.0000
2026-06-10 11:20:00,8164.238,8184.564,8164.238,8165.223,346465500,7474249728.0000
2026-06-10 11:25:00,8164.454,8164.454,8136.328,8146.674,326879500,7038074880.0000
2026-06-10 11:30:00,8146.413,8177.189,8146.413,8176.140,308401100,6376259584.0000
2026-06-10 13:05:00,8174.155,8174.155,8123.825,8145.726,725118200,14651752448.0000
2026-06-10 13:10:00,8146.508,8164.361,8140.831,8140.950,343650500,7636516864.0000
2026-06-10 13:15:00,8141.529,8142.820,8122.822,8133.733,404989300,8428519424.0000
2026-06-10 13:20:00,8133.698,8143.270,8129.375,8141.484,322860200,6754729984.0000
2026-06-10 13:25:00,8141.712,8153.388,8127.536,8146.542,389525500,7166296064.0000
2026-06-10 13:30:00,8144.208,8151.296,8135.158,8150.577,302419900,5666242560.0000
2026-06-10 13:35:00,8150.472,8150.472,8132.338,8133.041,366368900,7283507200.0000
2026-06-10 13:40:00,8132.221,8145.837,8127.538,8132.915,376113700,7130939392.0000
2026-06-10 13:45:00,8136.324,8156.308,8136.309,8136.309,319020800,6336741376.0000
2026-06-10 13:50:00,8135.845,8141.736,8112.248,8112.248,338804100,6892879872.0000
2026-06-10 13:55:00,8112.101,8138.769,8103.010,8137.613,415612100,7534215168.0000
2026-06-10 14:00:00,8137.894,8184.368,8137.894,8184.368,376178100,6904446976.0000
2026-06-10 14:05:00,8185.609,8200.020,8164.690,8164.690,356007900,7321812992.0000
2026-06-10 14:10:00,8164.566,8177.271,8150.652,8165.786,271005100,5571182592.0000
2026-06-10 14:15:00,8164.616,8183.679,8160.279,8164.714,255199900,5434179584.0000
2026-06-10 14:20:00,8164.371,8187.242,8158.621,8187.242,259601000,5292523520.0000
2026-06-10 14:25:00,8188.152,8213.893,8184.507,8185.134,359115300,7496105984.0000
2026-06-10 14:30:00,8186.510,8192.049,8182.777,8188.719,254240300,5667356672.0000
2026-06-10 14:35:00,8189.000,8213.360,8189.000,8197.175,373514700,8287059968.0000
2026-06-10 14:40:00,8196.969,8196.969,8180.233,8180.233,367981200,7910522880.0000
2026-06-10 14:45:00,8180.205,8183.301,8170.350,8183.135,481502300,9198731264.0000
2026-06-10 14:50:00,8181.779,8195.429,8180.507,8195.270,548030600,10422255616.0000
2026-06-10 14:55:00,8195.485,8211.392,8194.600,8198.143,737986900,13857914880.0000
2026-06-10 15:00:00,8198.134,8198.775,8196.088,8198.723,650152600,12541624320.0000
2026-06-11 09:35:00,8158.460,8194.821,8127.805,8139.234,3117549500,63603023872.0000
2026-06-11 09:40:00,8142.393,8162.206,8113.033,8124.354,1882057900,37628469248.0000
2026-06-11 09:45:00,8130.514,8184.634,8130.514,8178.615,1274720700,27999404032.0000
2026-06-11 09:50:00,8179.453,8223.527,8178.218,8216.539,1047699100,23616765952.0000
2026-06-11 09:55:00,8216.141,8216.141,8174.865,8177.115,891035400,20813004800.0000
2026-06-11 10:00:00,8180.607,8201.594,8163.824,8177.036,769422600,17830068224.0000
2026-06-11 10:05:00,8177.385,8177.385,8137.252,8141.793,801354000,16333422592.0000
2026-06-11 10:10:00,8141.123,8143.947,8131.307,8143.341,770404400,14557315072.0000
2026-06-11 10:15:00,8141.068,8150.489,8132.394,8146.466,607968800,12643565568.0000
2026-06-11 10:20:00,8146.705,8147.862,8111.846,8125.922,692759300,13844840448.0000
2026-06-11 10:25:00,8126.882,8141.482,8116.548,8134.222,582834600,12255641600.0000
2026-06-11 10:30:00,8135.578,8148.468,8120.714,8123.655,508633100,10668769280.0000
2026-06-11 10:35:00,8124.388,8147.049,8117.388,8117.831,515674100,11149656064.0000
2026-06-11 10:40:00,8118.962,8138.188,8116.561,8116.561,443953800,9281273856.0000
2026-06-11 10:45:00,8116.329,8126.407,8106.949,8106.949,459622200,9389309952.0000
2026-06-11 10:50:00,8106.758,8126.481,8096.511,8126.481,446634000,8890351616.0000
2026-06-11 10:55:00,8128.211,8140.401,8111.118,8111.118,410902300,8253571072.0000
2026-06-11 11:00:00,8109.594,8146.300,8108.228,8145.855,342416800,7766900736.0000
2026-06-11 11:05:00,8146.430,8146.766,8124.619,8136.101,350993700,8885272576.0000
2026-06-11 11:10:00,8136.365,8137.797,8107.359,8109.724,366184600,8405942272.0000
2026-06-11 11:15:00,8109.179,8109.179,8088.664,8101.332,432262200,9190604800.0000
2026-06-11 11:20:00,8103.442,8111.009,8088.683,8091.770,334061200,7150698496.0000
2026-06-11 11:25:00,8091.347,8104.730,8084.900,8093.700,299693100,6228803584.0000
2026-06-11 11:30:00,8093.800,8107.808,8090.628,8097.401,284336700,5900107776.0000
2026-06-11 13:05:00,8100.432,8147.488,8100.432,8117.235,689506200,14421393408.0000
2026-06-11 13:10:00,8117.804,8133.243,8111.935,8133.243,388598800,8607105024.0000
2026-06-11 13:15:00,8134.931,8155.341,8128.144,8152.756,387956900,9097641984.0000
2026-06-11 13:20:00,8152.885,8165.757,8151.710,8164.999,358283200,8123088896.0000
2026-06-11 13:25:00,8166.664,8179.385,8164.333,8168.519,377074000,8930394112.0000
2026-06-11 13:30:00,8167.835,8171.175,8153.945,8154.441,333241000,7099875328.0000
2026-06-11 13:35:00,8152.579,8157.235,8140.732,8151.734,337754600,7321845760.0000
2026-06-11 13:40:00,8151.967,8182.079,8151.871,8151.871,405959300,8322088960.0000
2026-06-11 13:45:00,8150.825,8161.390,8141.479,8141.479,278606500,6453198848.0000
2026-06-11 13:50:00,8140.690,8172.463,8135.338,8172.463,279735100,6107037696.0000
2026-06-11 13:55:00,8172.803,8184.399,8169.948,8172.975,327450200,7303331840.0000
2026-06-11 14:00:00,8173.062,8178.182,8151.468,8153.957,303494900,6974767104.0000
2026-06-11 14:05:00,8154.538,8155.894,8143.943,8144.227,297861800,6761873408.0000
2026-06-11 14:10:00,8142.953,8142.953,8109.561,8109.644,378861400,7792951296.0000
2026-06-11 14:15:00,8109.806,8110.499,8099.633,8106.647,374320900,8398012416.0000
2026-06-11 14:20:00,8107.116,8114.106,8102.330,8102.330,315261200,6877806592.0000
2026-06-11 14:25:00,8101.685,8117.596,8099.687,8117.148,321829500,6934200320.0000
2026-06-11 14:30:00,8117.420,8128.948,8108.516,8108.752,330576300,6829539328.0000
2026-06-11 14:35:00,8108.632,8138.017,8108.495,8121.762,393877500,7925432320.0000
2026-06-11 14:40:00,8122.177,8128.412,8113.296,8122.774,387402400,8279490560.0000
2026-06-11 14:45:00,8125.001,8138.620,8125.001,8133.789,457779400,9589686272.0000
2026-06-11 14:50:00,8134.705,8147.295,8134.620,8141.795,499264200,10756587520.0000
2026-06-11 14:55:00,8141.367,8157.156,8141.285,8157.156,648668900,13331136512.0000
2026-06-11 15:00:00,8156.911,8162.315,8156.464,8159.455,609857000,12555321344.0000
2026-06-12 09:35:00,8294.897,8299.263,8272.097,8280.147,3473678300,83247570944.0000
2026-06-12 09:40:00,8280.915,8295.661,8270.723,8288.852,1898835000,43510767616.0000
2026-06-12 09:45:00,8289.324,8291.224,8248.336,8250.789,1524622400,35088629760.0000
2026-06-12 09:50:00,8250.928,8276.776,8250.928,8264.546,1291087000,27661434880.0000
2026-06-12 09:55:00,8264.814,8277.335,8253.510,8266.153,1142587900,24537300992.0000
2026-06-12 10:00:00,8267.212,8288.691,8252.764,8288.691,981860700,22222094336.0000
2026-06-12 10:05:00,8287.446,8294.665,8266.982,8293.651,1068735300,22705782784.0000
2026-06-12 10:10:00,8293.489,8318.007,8293.489,8312.921,1061428500,19304267776.0000
2026-06-12 10:15:00,8313.919,8321.793,8306.897,8310.630,877942700,16904585216.0000
2026-06-12 10:20:00,8310.023,8310.023,8282.777,8300.378,791074700,16725934080.0000
2026-06-12 10:25:00,8300.900,8306.619,8286.523,8302.041,666872200,13727006720.0000
2026-06-12 10:30:00,8301.568,8301.975,8275.877,8275.896,639146900,13691453440.0000
2026-06-12 10:35:00,8274.896,8303.030,8270.737,8303.030,640403300,13585416192.0000
