dt,board,state,action,price,nav,expressed,bull,bear,mixed,bull_frac,trigger,trigger_short,gaps
2026-01-09 15:00:00+08:00,short,F,hold,4120.426,1.009793,6,3,3,0,0.5,False,False,0
2026-01-12 09:30:00+08:00,short,F,hold,4134.893,1.009793,3,2,1,0,0.6667,False,False,0
2026-01-12 10:00:00+08:00,short,F,hold,4130.45,1.009793,3,2,1,0,0.6667,False,False,0
2026-01-12 10:30:00+08:00,short,F,hold,4128.915,1.009793,3,2,1,0,0.6667,False,False,0
2026-01-12 11:00:00+08:00,short,F,hold,4136.1,1.009793,3,2,1,0,0.6667,False,False,0
2026-01-12 11:30:00+08:00,short,F,hold,4151.135,1.009793,3,2,1,0,0.6667,False,False,0
2026-01-12 13:00:00+08:00,short,L,buy,4151.525,1.009793,4,3,1,0,0.75,True,False,0
2026-01-12 13:30:00+08:00,short,L,hold,4155.467,1.010752,4,3,1,0,0.75,True,False,0
2026-01-12 14:00:00+08:00,short,L,hold,4159.78,1.011801,4,3,1,0,0.75,True,False,0
2026-01-12 14:30:00+08:00,short,L,hold,4167.644,1.013714,4,3,1,0,0.75,True,False,0
2026-01-12 15:00:00+08:00,short,L,hold,4165.287,1.01314,4,3,1,0,0.75,True,False,0
2026-01-13 09:30:00+08:00,short,F,sell,4169.704,1.014215,7,3,4,0,0.4286,False,False,0
2026-01-13 10:00:00+08:00,short,F,hold,4167.197,1.014215,8,4,4,0,0.5,False,False,0
2026-01-13 10:30:00+08:00,short,F,hold,4164.114,1.014215,8,4,4,0,0.5,False,False,0
2026-01-13 11:00:00+08:00,short,F,hold,4164.898,1.014215,8,4,4,0,0.5,False,False,0
2026-01-13 11:30:00+08:00,short,F,hold,4163.843,1.014215,8,4,4,0,0.5,False,False,0
2026-01-13 13:00:00+08:00,short,F,hold,4164.27,1.014215,8,5,3,0,0.625,False,False,0
2026-01-13 13:30:00+08:00,short,F,hold,4150.973,1.014215,8,5,3,0,0.625,False,False,0
2026-01-13 14:00:00+08:00,short,F,hold,4163.975,1.014215,8,5,3,0,0.625,False,False,0
2026-01-13 14:30:00+08:00,short,F,hold,4144.342,1.014215,8,5,3,0,0.625,False,False,0
2026-01-13 15:00:00+08:00,short,F,hold,4138.758,1.014215,8,5,3,0,0.625,False,False,0
2026-01-14 09:30:00+08:00,short,F,hold,4138.645,1.014215,6,3,3,0,0.5,False,False,0
2026-01-14 10:00:00+08:00,short,F,hold,4165.477,1.014215,6,3,3,0,0.5,False,False,0
2026-01-14 10:30:00+08:00,short,F,hold,4178.816,1.014215,6,3,3,0,0.5,False,False,0
2026-01-14 11:00:00+08:00,short,F,hold,4179.874,1.014215,7,4,3,0,0.5714,False,False,0
2026-01-14 11:30:00+08:00,short,F,hold,4188.236,1.014215,7,4,3,0,0.5714,False,False,0
2026-01-14 13:00:00+08:00,short,F,hold,4187.452,1.014215,8,4,4,0,0.5,False,False,0
2026-01-14 13:30:00+08:00,short,F,hold,4140.8,1.014215,8,4,4,0,0.5,False,False,0
2026-01-14 14:00:00+08:00,short,F,hold,4110.84,1.014215,8,4,4,0,0.5,False,False,0
2026-01-14 14:30:00+08:00,short,F,hold,4137.396,1.014215,8,4,4,0,0.5,False,False,0
2026-01-14 15:00:00+08:00,short,F,hold,4126.093,1.014215,8,4,4,0,0.5,False,False,0
2026-01-15 09:30:00+08:00,short,L,buy,4106.224,1.014215,6,5,1,0,0.8333,True,False,0
2026-01-15 10:00:00+08:00,short,L,hold,4130.892,1.020308,6,5,1,0,0.8333,True,False,0
2026-01-15 10:30:00+08:00,short,L,hold,4107.382,1.014501,6,5,1,0,0.8333,True,False,0
2026-01-15 11:00:00+08:00,short,L,hold,4108.955,1.014889,6,5,1,0,0.8333,True,False,0
2026-01-15 11:30:00+08:00,short,L,hold,4101.524,1.013054,6,5,1,0,0.8333,True,False,0
2026-01-15 13:00:00+08:00,short,F,sell,4101.446,1.013035,7,4,3,0,0.5714,False,False,0
2026-01-15 13:30:00+08:00,short,F,hold,4111.094,1.013035,7,4,3,0,0.5714,False,False,0
2026-01-15 14:00:00+08:00,short,F,hold,4109.069,1.013035,7,4,3,0,0.5714,False,False,0
2026-01-15 14:30:00+08:00,short,F,hold,4106.495,1.013035,7,4,3,0,0.5714,False,False,0
2026-01-15 15:00:00+08:00,short,F,hold,4112.601,1.013035,7,4,3,0,0.5714,False,False,0
2026-01-16 09:30:00+08:00,short,L,buy,4127.063,1.013035,9,7,2,0,0.7778,True,False,0
2026-01-16 10:00:00+08:00,short,L,hold,4113.929,1.009811,9,7,2,0,0.7778,True,False,0
2026-01-16 10:30:00+08:00,short,L,hold,4108.301,1.008429,9,7,2,0,0.7778,True,False,0
2026-01-16 11:00:00+08:00,short,L,hold,4111.251,1.009153,9,7,2,0,0.7778,True,False,0
2026-01-16 11:30:00+08:00,short,L,hold,4103.446,1.007237,9,7,2,0,0.7778,True,False,0
2026-01-16 13:00:00+08:00,short,F,sell,4104.633,1.007529,9,6,3,0,0.6667,False,False,0
2026-01-16 13:30:00+08:00,short,F,hold,4108.94,1.007529,9,6,3,0,0.6667,False,False,0
2026-01-16 14:00:00+08:00,short,F,hold,4104.432,1.007529,9,6,3,0,0.6667,False,False,0
2026-01-16 14:30:00+08:00,short,F,hold,4104.195,1.007529,9,6,3,0,0.6667,False,False,0
2026-01-16 15:00:00+08:00,short,F,hold,4101.913,1.007529,9,6,3,0,0.6667,False,False,0
2026-01-19 09:30:00+08:00,short,L,buy,4090.718,1.007529,4,3,1,0,0.75,True,False,0
2026-01-19 10:00:00+08:00,short,L,hold,4120.006,1.014742,4,3,1,0,0.75,True,False,0
2026-01-19 10:30:00+08:00,short,F,sell,4113.034,1.013025,4,2,2,0,0.5,False,False,0
2026-01-19 11:00:00+08:00,short,F,hold,4110.795,1.013025,4,2,2,0,0.5,False,False,0
2026-01-19 11:30:00+08:00,short,F,hold,4107.177,1.013025,4,2,2,0,0.5,False,False,0
2026-01-19 13:00:00+08:00,short,F,hold,4107.91,1.013025,5,2,3,0,0.4,False,False,0
2026-01-19 13:30:00+08:00,short,F,hold,4120.937,1.013025,5,2,3,0,0.4,False,False,0
2026-01-19 14:00:00+08:00,short,F,hold,4104.718,1.013025,5,2,3,0,0.4,False,False,0
2026-01-19 14:30:00+08:00,short,F,hold,4112.119,1.013025,5,2,3,0,0.4,False,False,0
2026-01-19 15:00:00+08:00,short,F,hold,4114.0,1.013025,5,2,3,0,0.4,False,False,0
2026-01-20 09:30:00+08:00,short,F,hold,4116.366,1.013025,6,4,2,0,0.6667,False,False,0
2026-01-20 10:00:00+08:00,short,F,hold,4105.685,1.013025,6,4,2,0,0.6667,False,False,0
2026-01-20 10:30:00+08:00,short,F,hold,4089.334,1.013025,6,4,2,0,0.6667,False,False,0
2026-01-20 11:00:00+08:00,short,F,hold,4099.124,1.013025,6,4,2,0,0.6667,False,False,0
2026-01-20 11:30:00+08:00,short,F,hold,4101.624,1.013025,6,4,2,0,0.6667,False,False,0
2026-01-20 13:00:00+08:00,short,F,hold,4102.239,1.013025,6,3,3,0,0.5,False,False,0
2026-01-20 13:30:00+08:00,short,F,hold,4107.057,1.013025,6,3,3,0,0.5,False,False,0
2026-01-20 14:00:00+08:00,short,F,hold,4105.135,1.013025,6,3,3,0,0.5,False,False,0
2026-01-20 14:30:00+08:00,short,F,hold,4104.784,1.013025,6,3,3,0,0.5,False,False,0
2026-01-20 15:00:00+08:00,short,F,hold,4113.649,1.013025,6,3,3,0,0.5,False,False,0
2026-01-21 09:30:00+08:00,short,L,buy,4103.529,1.013025,6,5,1,0,0.8333,True,False,0
2026-01-21 10:00:00+08:00,short,L,hold,4116.647,1.016264,6,5,1,0,0.8333,True,False,0
2026-01-21 10:30:00+08:00,short,L,hold,4133.355,1.020388,6,5,1,0,0.8333,True,False,0
2026-01-21 11:00:00+08:00,short,L,hold,4126.599,1.01872,6,5,1,0,0.8333,True,False,0
2026-01-21 11:30:00+08:00,short,L,hold,4120.096,1.017115,6,5,1,0,0.8333,True,False,0
2026-01-21 13:00:00+08:00,short,L,hold,4120.662,1.017255,6,5,1,0,0.8333,True,False,0
2026-01-21 13:30:00+08:00,short,L,hold,4123.841,1.01804,6,5,1,0,0.8333,True,False,0
2026-01-21 14:00:00+08:00,short,L,hold,4132.752,1.020239,6,5,1,0,0.8333,True,False,0
2026-01-21 14:30:00+08:00,short,L,hold,4114.052,1.015623,6,5,1,0,0.8333,True,False,0
2026-01-21 15:00:00+08:00,short,L,hold,4116.94,1.016336,6,5,1,0,0.8333,True,False,0
2026-01-22 09:30:00+08:00,short,L,hold,4126.072,1.01859,6,5,1,0,0.8333,True,False,0
2026-01-22 10:00:00+08:00,short,L,hold,4132.339,1.020137,6,5,1,0,0.8333,True,False,0
2026-01-22 10:30:00+08:00,short,L,hold,4114.662,1.015774,6,5,1,0,0.8333,True,False,0
2026-01-22 11:00:00+08:00,short,L,hold,4123.918,1.018059,6,5,1,0,0.8333,True,False,0
2026-01-22 11:30:00+08:00,short,L,hold,4110.862,1.014835,6,5,1,0,0.8333,True,False,0
2026-01-22 13:00:00+08:00,short,L,hold,4111.275,1.014937,6,5,1,0,0.8333,True,False,0
2026-01-22 13:30:00+08:00,short,L,hold,4114.925,1.015838,6,5,1,0,0.8333,True,False,0
2026-01-22 14:00:00+08:00,short,L,hold,4121.354,1.017426,6,5,1,0,0.8333,True,False,0
2026-01-22 14:30:00+08:00,short,L,hold,4122.765,1.017774,7,5,2,0,0.7143,True,False,0
2026-01-22 15:00:00+08:00,short,L,hold,4122.576,1.017727,7,5,2,0,0.7143,True,False,0
2026-01-23 09:30:00+08:00,short,L,hold,4130.108,1.019587,6,5,1,0,0.8333,True,False,0
2026-01-23 10:00:00+08:00,short,L,hold,4133.303,1.020375,6,5,1,0,0.8333,True,False,0
2026-01-23 10:30:00+08:00,short,L,hold,4126.105,1.018598,6,5,1,0,0.8333,True,False,0
2026-01-23 11:00:00+08:00,short,L,hold,4134.411,1.020649,6,5,1,0,0.8333,True,False,0
2026-01-23 11:30:00+08:00,short,L,hold,4133.575,1.020443,6,5,1,0,0.8333,True,False,0
2026-01-23 13:00:00+08:00,short,L,hold,4134.169,1.020589,6,5,1,0,0.8333,True,False,0
2026-01-23 13:30:00+08:00,short,L,hold,4131.727,1.019986,6,5,1,0,0.8333,True,False,0
2026-01-23 14:00:00+08:00,short,L,hold,4139.875,1.021998,6,5,1,0,0.8333,True,False,0
2026-01-23 14:30:00+08:00,short,L,hold,4136.542,1.021175,6,5,1,0,0.8333,True,False,0
2026-01-23 15:00:00+08:00,short,L,hold,4136.164,1.021082,6,5,1,0,0.8333,True,False,0
2026-01-26 09:30:00+08:00,short,F,sell,4144.778,1.023208,2,1,1,0,0.5,False,False,0
2026-01-26 10:00:00+08:00,short,F,hold,4126.314,1.023208,2,1,1,0,0.5,False,False,0
2026-01-26 10:30:00+08:00,short,F,hold,4151.448,1.023208,2,1,1,0,0.5,False,False,0
2026-01-26 11:00:00+08:00,short,F,hold,4127.838,1.023208,2,1,1,0,0.5,False,False,0
2026-01-26 11:30:00+08:00,short,F,hold,4141.014,1.023208,2,1,1,0,0.5,False,False,0
2026-01-26 13:00:00+08:00,short,F,hold,4141.446,1.023208,3,2,1,0,0.6667,False,False,0
2026-01-26 13:30:00+08:00,short,F,hold,4134.72,1.023208,3,2,1,0,0.6667,False,False,0
2026-01-26 14:00:00+08:00,short,F,hold,4133.029,1.023208,3,2,1,0,0.6667,False,False,0
2026-01-26 14:30:00+08:00,short,F,hold,4141.281,1.023208,3,2,1,0,0.6667,False,False,0
2026-01-26 15:00:00+08:00,short,F,hold,4132.605,1.023208,3,2,1,0,0.6667,False,False,0
2026-01-27 09:30:00+08:00,short,F,hold,4125.216,1.023208,5,3,2,0,0.6,False,False,0
2026-01-27 10:00:00+08:00,short,F,hold,4107.8,1.023208,5,3,2,0,0.6,False,False,0
2026-01-27 10:30:00+08:00,short,F,hold,4121.836,1.023208,5,3,2,0,0.6,False,False,0
2026-01-27 11:00:00+08:00,short,F,hold,4136.99,1.023208,5,3,2,0,0.6,False,False,0
2026-01-27 11:30:00+08:00,short,F,hold,4134.031,1.023208,5,3,2,0,0.6,False,False,0
2026-01-27 13:00:00+08:00,short,F,hold,4134.37,1.023208,5,3,2,0,0.6,False,False,0
2026-01-27 13:30:00+08:00,short,F,hold,4140.871,1.023208,5,3,2,0,0.6,False,False,0
2026-01-27 14:00:00+08:00,short,F,hold,4154.228,1.023208,5,3,2,0,0.6,False,False,0
2026-01-27 14:30:00+08:00,short,F,hold,4148.279,1.023208,5,3,2,0,0.6,False,False,0
2026-01-27 15:00:00+08:00,short,F,hold,4139.904,1.023208,5,3,2,0,0.6,False,False,0
2026-01-28 09:30:00+08:00,short,L,buy,4150.215,1.023208,5,5,0,0,1.0,True,False,0
2026-01-28 10:00:00+08:00,short,L,hold,4147.715,1.022592,5,5,0,0,1.0,True,False,0
2026-01-28 10:30:00+08:00,short,L,hold,4149.195,1.022957,5,5,0,0,1.0,True,False,0
2026-01-28 11:00:00+08:00,short,L,hold,4141.727,1.021116,5,5,0,0,1.0,True,False,0
2026-01-28 11:30:00+08:00,short,L,hold,4160.006,1.025622,5,5,0,0,1.0,True,False,0
2026-01-28 13:00:00+08:00,short,L,hold,4160.479,1.025739,5,4,1,0,0.8,True,False,0
2026-01-28 13:30:00+08:00,short,L,hold,4148.9,1.022884,5,4,1,0,0.8,True,False,0
2026-01-28 14:00:00+08:00,short,L,hold,4157.008,1.024883,5,4,1,0,0.8,True,False,0
2026-01-28 14:30:00+08:00,short,L,hold,4161.72,1.026045,5,4,1,0,0.8,True,False,0
2026-01-28 15:00:00+08:00,short,L,hold,4151.238,1.02346,5,4,1,0,0.8,True,False,0
2026-01-29 09:30:00+08:00,short,L,hold,4155.918,1.024614,3,3,0,0,1.0,True,False,0
2026-01-29 10:00:00+08:00,short,L,hold,4154.994,1.024386,3,3,0,0,1.0,True,False,0
2026-01-29 10:30:00+08:00,short,L,hold,4144.329,1.021757,3,3,0,0,1.0,True,False,0
2026-01-29 11:00:00+08:00,short,L,hold,4151.91,1.023626,3,3,0,0,1.0,True,False,0
2026-01-29 11:30:00+08:00,short,L,hold,4147.154,1.022454,3,3,0,0,1.0,True,False,0
2026-01-29 13:00:00+08:00,short,F,sell,4148.023,1.022668,3,2,1,0,0.6667,False,False,0
2026-01-29 13:30:00+08:00,short,F,hold,4146.041,1.022668,3,2,1,0,0.6667,False,False,0
2026-01-29 14:00:00+08:00,short,F,hold,4149.966,1.022668,3,2,1,0,0.6667,False,False,0
2026-01-29 14:30:00+08:00,short,F,hold,4158.053,1.022668,3,2,1,0,0.6667,False,False,0
2026-01-29 15:00:00+08:00,short,F,hold,4157.984,1.022668,3,2,1,0,0.6667,False,False,0
2026-01-30 09:30:00+08:00,short,F,hold,4131.993,1.022668,6,2,4,0,0.3333,False,False,0
2026-01-30 10:00:00+08:00,short,F,hold,4117.961,1.022668,6,2,4,0,0.3333,False,False,0
2026-01-30 10:30:00+08:00,short,F,hold,4084.748,1.022668,6,2,4,0,0.3333,False,False,0
2026-01-30 11:00:00+08:00,short,F,hold,4100.826,1.022668,7,3,4,0,0.4286,False,False,0
2026-01-30 11:30:00+08:00,short,F,hold,4108.462,1.022668,8,3,5,0,0.375,False,False,0
2026-01-30 13:00:00+08:00,short,F,hold,4108.431,1.022668,8,3,5,0,0.375,False,False,0
2026-01-30 13:30:00+08:00,short,F,hold,4134.133,1.022668,8,3,5,0,0.375,False,False,0
2026-01-30 14:00:00+08:00,short,F,hold,4130.045,1.022668,8,3,5,0,0.375,False,False,0
2026-01-30 14:30:00+08:00,short,F,hold,4119.827,1.022668,8,3,5,0,0.375,False,False,0
2026-01-30 15:00:00+08:00,short,F,hold,4117.948,1.022668,8,3,5,0,0.375,False,False,0
2026-02-02 09:30:00+08:00,short,F,hold,4079.708,1.022668,2,0,2,0,0.0,False,False,0
2026-02-02 10:00:00+08:00,short,F,hold,4096.692,1.022668,2,0,2,0,0.0,False,False,0
2026-02-02 10:30:00+08:00,short,F,hold,4081.244,1.022668,2,0,2,0,0.0,False,False,0
2026-02-02 11:00:00+08:00,short,F,hold,4075.735,1.022668,2,0,2,0,0.0,False,False,0
2026-02-02 11:30:00+08:00,short,F,hold,4063.541,1.022668,2,0,2,0,0.0,False,False,0
2026-02-02 13:00:00+08:00,short,S,open_short,4063.689,1.022668,3,0,3,0,0.0,False,True,0
2026-02-02 13:30:00+08:00,short,S,hold,4047.981,1.026621,3,0,3,0,0.0,False,True,0
2026-02-02 14:00:00+08:00,short,S,hold,4044.063,1.027607,4,1,3,0,0.25,False,True,0
2026-02-02 14:30:00+08:00,short,S,hold,4031.868,1.030676,4,1,3,0,0.25,False,True,0
2026-02-02 15:00:00+08:00,short,S,hold,4015.746,1.034733,4,1,3,0,0.25,False,True,0
2026-02-03 09:30:00+08:00,short,L,cover+buy,4043.906,1.027646,8,7,1,0,0.875,True,False,0
2026-02-03 10:00:00+08:00,short,L,hold,4044.007,1.027672,8,7,1,0,0.875,True,False,0
2026-02-03 10:30:00+08:00,short,L,hold,4023.893,1.022561,8,7,1,0,0.875,True,False,0
2026-02-03 11:00:00+08:00,short,L,hold,4015.758,1.020493,8,7,1,0,0.875,True,False,0
2026-02-03 11:30:00+08:00,short,L,hold,4031.066,1.024383,8,7,1,0,0.875,True,False,0
2026-02-03 13:00:00+08:00,short,L,hold,4032.27,1.024689,8,7,1,0,0.875,True,False,0
2026-02-03 13:30:00+08:00,short,L,hold,4039.448,1.026513,8,7,1,0,0.875,True,False,0
2026-02-03 14:00:00+08:00,short,L,hold,4051.598,1.029601,8,7,1,0,0.875,True,False,0
2026-02-03 14:30:00+08:00,short,L,hold,4061.634,1.032151,8,7,1,0,0.875,True,False,0
2026-02-03 15:00:00+08:00,short,L,hold,4067.738,1.033703,8,7,1,0,0.875,True,False,0
2026-02-04 09:30:00+08:00,short,L,hold,4064.677,1.032925,6,5,1,0,0.8333,True,False,0
2026-02-04 10:00:00+08:00,short,L,hold,4077.16,1.036097,6,5,1,0,0.8333,True,False,0
2026-02-04 10:30:00+08:00,short,L,hold,4081.747,1.037263,6,5,1,0,0.8333,True,False,0
2026-02-04 11:00:00+08:00,short,L,hold,4073.296,1.035115,6,5,1,0,0.8333,True,False,0
2026-02-04 11:30:00+08:00,short,L,hold,4067.671,1.033686,6,5,1,0,0.8333,True,False,0
2026-02-04 13:00:00+08:00,short,L,hold,4067.827,1.033725,6,5,1,0,0.8333,True,False,0
2026-02-04 13:30:00+08:00,short,L,hold,4076.193,1.035851,6,5,1,0,0.8333,True,False,0
2026-02-04 14:00:00+08:00,short,L,hold,4073.837,1.035252,6,5,1,0,0.8333,True,False,0
2026-02-04 14:30:00+08:00,short,L,hold,4088.641,1.039014,6,5,1,0,0.8333,True,False,0
2026-02-04 15:00:00+08:00,short,L,hold,4102.202,1.042461,7,6,1,0,0.8571,True,False,0
2026-02-05 09:30:00+08:00,short,F,sell,4075.025,1.035554,8,4,4,0,0.5,False,False,0
2026-02-05 10:00:00+08:00,short,F,hold,4067.872,1.035554,8,4,4,0,0.5,False,False,0
2026-02-05 10:30:00+08:00,short,F,hold,4063.443,1.035554,8,4,4,0,0.5,False,False,0
2026-02-05 11:00:00+08:00,short,F,hold,4055.256,1.035554,8,4,4,0,0.5,False,False,0
2026-02-05 11:30:00+08:00,short,F,hold,4059.909,1.035554,8,4,4,0,0.5,False,False,0
2026-02-05 13:00:00+08:00,short,F,hold,4060.087,1.035554,8,4,4,0,0.5,False,False,0
2026-02-05 13:30:00+08:00,short,F,hold,4067.249,1.035554,8,4,4,0,0.5,False,False,0
2026-02-05 14:00:00+08:00,short,F,hold,4078.546,1.035554,8,4,4,0,0.5,False,False,0
2026-02-05 14:30:00+08:00,short,F,hold,4077.186,1.035554,9,5,4,0,0.5556,False,False,0
2026-02-05 15:00:00+08:00,short,F,hold,4075.917,1.035554,9,5,4,0,0.5556,False,False,0
2026-02-06 09:30:00+08:00,short,L,buy,4040.299,1.035554,10,7,3,0,0.7,True,False,0
2026-02-06 10:00:00+08:00,short,L,hold,4052.318,1.038635,10,7,3,0,0.7,True,False,0
2026-02-06 10:30:00+08:00,short,L,hold,4078.53,1.045353,10,7,3,0,0.7,True,False,0
2026-02-06 11:00:00+08:00,short,L,hold,4075.441,1.044561,10,7,3,0,0.7,True,False,0
2026-02-06 11:30:00+08:00,short,L,hold,4080.313,1.04581,10,7,3,0,0.7,True,False,0
2026-02-06 13:00:00+08:00,short,L,hold,4080.305,1.045808,10,7,3,0,0.7,True,False,0
2026-02-06 13:30:00+08:00,short,L,hold,4083.972,1.046748,10,7,3,0,0.7,True,False,0
2026-02-06 14:00:00+08:00,short,L,hold,4089.367,1.048131,10,7,3,0,0.7,True,False,0
2026-02-06 14:30:00+08:00,short,L,hold,4080.764,1.045926,10,7,3,0,0.7,True,False,0
2026-02-06 15:00:00+08:00,short,L,hold,4065.583,1.042035,10,7,3,0,0.7,True,False,0
2026-02-09 09:30:00+08:00,short,L,hold,4103.54,1.051763,6,6,0,0,1.0,True,False,0
2026-02-09 10:00:00+08:00,short,L,hold,4105.167,1.05218,6,6,0,0,1.0,True,False,0
2026-02-09 10:30:00+08:00,short,L,hold,4114.712,1.054627,6,6,0,0,1.0,True,False,0
2026-02-09 11:00:00+08:00,short,L,hold,4113.002,1.054189,6,6,0,0,1.0,True,False,0
2026-02-09 11:30:00+08:00,short,L,hold,4113.28,1.05426,6,6,0,0,1.0,True,False,0
2026-02-09 13:00:00+08:00,short,L,hold,4113.488,1.054313,8,7,1,0,0.875,True,False,0
2026-02-09 13:30:00+08:00,short,L,hold,4116.047,1.054969,8,7,1,0,0.875,True,False,0
2026-02-09 14:00:00+08:00,short,L,hold,4117.042,1.055224,8,7,1,0,0.875,True,False,0
2026-02-09 14:30:00+08:00,short,L,hold,4116.762,1.055152,8,7,1,0,0.875,True,False,0
2026-02-09 15:00:00+08:00,short,L,hold,4123.09,1.056774,8,7,1,0,0.875,True,False,0
2026-02-10 09:30:00+08:00,short,L,hold,4127.766,1.057973,6,5,1,0,0.8333,True,False,0
2026-02-10 10:00:00+08:00,short,L,hold,4126.11,1.057548,6,5,1,0,0.8333,True,False,0
2026-02-10 10:30:00+08:00,short,L,hold,4128.802,1.058238,7,5,2,0,0.7143,True,False,0
2026-02-10 11:00:00+08:00,short,L,hold,4124.161,1.057049,7,5,2,0,0.7143,True,False,0
2026-02-10 11:30:00+08:00,short,L,hold,4122.337,1.056581,7,5,2,0,0.7143,True,False,0
