dt,board,state,action,price,nav,expressed,bull,bear,mixed,bull_frac,trigger,gaps
2026-01-30 09:30:00+08:00,short,F,hold,4131.993,1.022668,6,2,4,0,0.3333,False,0
2026-01-30 10:00:00+08:00,short,F,hold,4117.961,1.022668,6,2,4,0,0.3333,False,0
2026-01-30 10:30:00+08:00,short,F,hold,4084.748,1.022668,6,2,4,0,0.3333,False,0
2026-01-30 11:00:00+08:00,short,F,hold,4100.826,1.022668,7,3,4,0,0.4286,False,0
2026-01-30 11:30:00+08:00,short,F,hold,4108.462,1.022668,8,3,5,0,0.375,False,0
2026-01-30 13:00:00+08:00,short,F,hold,4108.431,1.022668,8,3,5,0,0.375,False,0
2026-01-30 13:30:00+08:00,short,F,hold,4134.133,1.022668,8,3,5,0,0.375,False,0
2026-01-30 14:00:00+08:00,short,F,hold,4130.045,1.022668,8,3,5,0,0.375,False,0
2026-01-30 14:30:00+08:00,short,F,hold,4119.827,1.022668,8,3,5,0,0.375,False,0
2026-01-30 15:00:00+08:00,short,F,hold,4117.948,1.022668,8,3,5,0,0.375,False,0
2026-02-02 09:30:00+08:00,short,F,hold,4079.708,1.022668,2,0,2,0,0.0,False,0
2026-02-02 10:00:00+08:00,short,F,hold,4096.692,1.022668,2,0,2,0,0.0,False,0
2026-02-02 10:30:00+08:00,short,F,hold,4081.244,1.022668,2,0,2,0,0.0,False,0
2026-02-02 11:00:00+08:00,short,F,hold,4075.735,1.022668,2,0,2,0,0.0,False,0
2026-02-02 11:30:00+08:00,short,F,hold,4063.541,1.022668,2,0,2,0,0.0,False,0
2026-02-02 13:00:00+08:00,short,F,hold,4063.689,1.022668,3,0,3,0,0.0,False,0
2026-02-02 13:30:00+08:00,short,F,hold,4047.981,1.022668,3,0,3,0,0.0,False,0
2026-02-02 14:00:00+08:00,short,F,hold,4044.063,1.022668,4,1,3,0,0.25,False,0
2026-02-02 14:30:00+08:00,short,F,hold,4031.868,1.022668,4,1,3,0,0.25,False,0
2026-02-02 15:00:00+08:00,short,F,hold,4015.746,1.022668,4,1,3,0,0.25,False,0
2026-02-03 09:30:00+08:00,short,L,buy,4043.906,1.022668,8,7,1,0,0.875,True,0
2026-02-03 10:00:00+08:00,short,L,hold,4044.007,1.022693,8,7,1,0,0.875,True,0
2026-02-03 10:30:00+08:00,short,L,hold,4023.893,1.017607,8,7,1,0,0.875,True,0
2026-02-03 11:00:00+08:00,short,L,hold,4015.758,1.015549,8,7,1,0,0.875,True,0
2026-02-03 11:30:00+08:00,short,L,hold,4031.066,1.019421,8,7,1,0,0.875,True,0
2026-02-03 13:00:00+08:00,short,L,hold,4032.27,1.019725,8,7,1,0,0.875,True,0
2026-02-03 13:30:00+08:00,short,L,hold,4039.448,1.02154,8,7,1,0,0.875,True,0
2026-02-03 14:00:00+08:00,short,L,hold,4051.598,1.024613,8,7,1,0,0.875,True,0
2026-02-03 14:30:00+08:00,short,L,hold,4061.634,1.027151,8,7,1,0,0.875,True,0
2026-02-03 15:00:00+08:00,short,L,hold,4067.738,1.028695,8,7,1,0,0.875,True,0
2026-02-04 09:30:00+08:00,short,L,hold,4064.677,1.027921,6,5,1,0,0.8333,True,0
2026-02-04 10:00:00+08:00,short,L,hold,4077.16,1.031077,6,5,1,0,0.8333,True,0
